evnt_start_time_x,mtng_date,mtng_venue_location,evnt_number,mtng_name,sport_name,Racecourse,Meeting Date,ramp_id,evnt_start_time_y,country,commission,uk_commission,ie_commission,bf_uk_volume,bf_ie_volume,pp_uk_volume,pp_ie_volume,volume,_merge
,,,2,,Horse Racing,WAGGA HARNESS,2022-06-17,9447021,2022-06-17 04:33:00,Australia,9.1373,7.7957,1.3416,5.0875,0.5996,84.5226,22.7082,112.9179,right_only
,,,6,,Horse Racing,ALBION PARK HARNESS,2022-06-10,9420317,2022-06-10 11:22:00,Australia,,,,19.5129,0.0,52.8962,9.8768,82.2859,right_only
,,,8,,Horse Racing,BENDIGO HARNESS,2022-06-14,9426229,2022-06-14 11:30:00,Australia,40.5057,40.1451,0.3606,25.2899,0.0,82.8013,11.844,119.9352,right_only
,,,2,,Horse Racing,GLOUCESTER PARK HARNESS,2022-06-10,9420440,2022-06-10 10:56:00,Australia,87.5175,77.3289,10.1886,46.4736,1.4338,155.6318,20.0723,223.6115,right_only
,,,3,,Horse Racing,YOUNG HARNESS,2022-06-02,9395493,2022-06-02 10:09:00,Australia,59.0382,53.9108,5.1274,61.2707,6.8294,439.3363,31.4433,538.8797,right_only
,,,5,,Horse Racing,CHARLTON HARNESS,2022-06-20,9449392,2022-06-20 04:23:00,Australia,25.1113,14.9028,10.2085,10.4288,0.0,29.7004,8.4654,48.5946,right_only
,,,2,,Horse Racing,GLOUCESTER PARK HARNESS,2022-06-28,9475231,2022-06-28 10:50:00,Australia,42.1918,37.3585,4.8333,15.003,0.0,113.9888,7.9183,136.9101,right_only
,,,4,,Horse Racing,GAWLER,2022-06-22,9462335,2022-06-22 05:25:00,Australia,64.4703,41.5594,22.9109,64.2395,42.9923,108.3086,15.9248,231.4652,right_only
,,,7,,Horse Racing,PINJARRA HARNESS,2022-06-27,9475228,2022-06-27 08:57:00,Australia,19.6935,19.0327,0.6608,15.7294,0.0,99.0248,7.7823,122.5365,right_only
,,,4,,Greyhound Racing,LAUNCESTON,2022-05-31,9385771,2022-05-31 04:19:00,Australia,24.7043,22.0896,2.6147,23.9515,0.0,25.2823,8.5129,57.7467,right_only
,,,8,,Horse Racing,CASTERTON,2022-06-12,9426140,2022-06-12 06:35:00,Australia,69.8127,68.0961,1.7166,20.3971,0.0,36.4302,1.7096,58.5369,right_only
,,,8,,Horse Racing,ARARAT HARNESS,2022-06-08,9405269,2022-06-08 07:13:00,Australia,61.0774,55.0307,6.0467,23.6443,0.0,31.2535,10.7288,65.6266,right_only
,,,4,,Horse Racing,MENANGLE HARNESS,2022-06-18,9444050,2022-06-18 09:53:00,Australia,26.7256,24.6561,2.0695,10.7558,0.0,67.8285,9.4653,88.0496,right_only
,,,6,,Horse Racing,ADDINGTON (HARNESS),2022-06-24,9465692,2022-06-24 07:20:00,New Zealand,5.1975,4.5377,0.6598,67.038,0.0,80.8646,8.7613,156.6639,right_only
,,,3,,Horse Racing,MURRAY BRIDGE,2022-06-18,9445742,2022-06-18 04:12:00,Australia,64.8435,42.0714,22.7721,4.1691,0.0,7.5548,14.1131,25.837,right_only
,,,8,,Horse Racing,MILDURA HARNESS,2022-06-24,9465954,2022-06-24 07:48:00,Australia,62.7285,59.4237,3.3048,9.0876,0.0,39.2919,9.8514,58.2309,right_only
,,,1,,Horse Racing,REDCLIFFE HARNESS,2022-06-17,9444225,2022-06-17 08:52:00,Australia,69.2562,50.4852,18.771,31.719,0.0,75.3631,42.7527,149.8348,right_only
,,,8,,Horse Racing,SANDOWN,2022-06-01,9391306,2022-06-01 06:55:00,Australia,193.8561,177.5725,16.2836,34.7717,0.0,82.4118,13.1722,130.3557,right_only
,,,1,,Horse Racing,SHEPPARTON HARNESS,2022-06-07,9401781,2022-06-07 07:57:00,Australia,61.3225,54.2324,7.0901,18.658,1.0114,88.2949,1.1394,109.1037,right_only
,,,2,,Horse Racing,BALAKLAVA,2022-06-08,9415058,2022-06-08 04:50:00,Australia,120.8069,118.682,2.1249,19.3414,0.0,54.765,67.3287,141.4351,right_only
,,,7,,Horse Racing,PINJARRA HARNESS,2022-06-20,9450759,2022-06-20 08:53:00,Australia,75.4173,59.6572,15.7601,57.9089,11.7628,507.3802,48.0205,625.0724,right_only
,,,1,,Horse Racing,HOBART HARNESS,2022-06-12,9423931,2022-06-12 07:45:00,Australia,64.3837,52.794,11.5897,23.5084,2.1355,57.6967,7.7491,91.0897,right_only
,,,1,,Horse Racing,ADDINGTON (HARNESS),2022-06-17,9442786,2022-06-17 06:10:00,New Zealand,2.3135,2.2535,0.06,12.6875,0.0,70.9914,8.209,91.8879,right_only
,,,7,,Horse Racing,PENRITH HARNESS,2022-06-02,9392356,2022-06-02 12:15:00,Australia,93.7538,90.7462,3.0076,20.569,3.4148,187.3754,13.9346,225.2938,right_only
,,,9,,Horse Racing,TAMWORTH HARNESS,2022-06-30,9488354,2022-06-30 08:42:00,Australia,57.9865,54.1712,3.8153,121.9646,4.3362,56.1744,9.1123,191.5875,right_only
,,,2,,Horse Racing,BATHURST HARNESS,2022-06-29,9478838,2022-06-29 08:44:00,Australia,106.1947,85.405,20.7897,33.5567,0.0,188.0723,15.4384,237.0674,right_only
,,,8,,Horse Racing,MILDURA HARNESS,2022-06-03,9395138,2022-06-03 11:33:00,Australia,109.6712,106.647,3.0242,40.4179,0.0,50.1488,38.0345,128.6012,right_only
,,,2,,Horse Racing,MILDURA HARNESS,2022-06-10,9418669,2022-06-10 03:36:00,Australia,48.9779,37.1178,11.8601,24.7968,0.011,73.5285,5.4056,103.7419,right_only
,,,8,,Horse Racing,WAGGA HARNESS,2022-06-03,9395727,2022-06-03 07:50:00,Australia,71.9642,60.7589,11.2053,30.3071,17.1174,171.1143,30.1366,248.6754,right_only
,,,4,,Horse Racing,NEWCASTLE HARNESS,2022-06-20,9450331,2022-06-20 05:53:00,Australia,40.6978,34.8903,5.8075,48.8926,0.0,120.8213,45.6375,215.3514,right_only
,,,6,,Horse Racing,ASCOT PARK (HARNESS),2022-06-06,9392179,2022-06-06 02:44:00,New Zealand,2.2125,1.7747,0.4378,14.8976,0.0,192.5145,45.4375,252.8496,right_only
,,,10,,Horse Racing,ALBION PARK HARNESS,2022-06-18,9441369,2022-06-18 12:13:00,Australia,45.4124,43.3176,2.0948,3.691,5.7969,101.3367,16.6242,127.4488,right_only
,,,5,,Horse Racing,PINJARRA HARNESS,2022-06-20,9450757,2022-06-20 07:51:00,Australia,21.9627,20.4756,1.4871,4.3643,0.0,41.422,12.8516,58.6379,right_only
,,,10,,Horse Racing,MILDURA HARNESS,2022-06-17,9443866,2022-06-17 12:30:00,Australia,30.2806,30.1357,0.1449,14.6419,0.0,57.5947,19.4298,91.6664,right_only
,,,5,,Horse Racing,PARKES HARNESS,2022-06-25,9471702,2022-06-25 11:36:00,Australia,34.9129,34.8536,0.0593,21.2275,0.0,19.8844,2.6272,43.7391,right_only
,,,5,,Horse Racing,ADDINGTON (HARNESS),2022-06-24,9465691,2022-06-24 06:52:00,New Zealand,4.5223,4.5223,0.0,65.0992,0.0,52.0272,1.0733,118.1997,right_only
,,,4,,Greyhound Racing,TOWNSVILLE,2022-05-31,9385735,2022-05-31 11:20:00,Australia,33.1002,26.2425,6.8577,14.0001,0.0,809.629,121.1316,944.7607,right_only
,,,7,,Horse Racing,FLEMINGTON,2022-06-04,9397837,2022-06-04 06:20:00,Australia,185.6587,104.7684,80.8903,30.6476,32.7583,82.6772,62.449,208.5321,right_only
,,,4,,Horse Racing,YARRA VALLEY HARNESS,2022-06-06,9401799,2022-06-06 05:03:00,Australia,32.2305,30.7579,1.4726,13.6292,0.0,118.9288,46.3276,178.8856,right_only
,,,9,,Horse Racing,ECHUCA,2022-06-02,9394351,2022-06-02 07:30:00,Australia,155.5939,134.5607,21.0332,48.6728,0.0,92.1211,13.2373,154.0312,right_only
,,,2,,Horse Racing,GLOBE DERBY HARNESS,2022-06-18,9446038,2022-06-18 10:55:00,Australia,19.8489,16.8003,3.0486,1.9799,0.0,47.5489,3.853,53.3818,right_only
,,,2,,Horse Racing,CAMBRIDGE (HARNESS),2022-06-23,9463670,2022-06-23 06:53:00,New Zealand,3.1109,3.1109,0.0,3.741,0.1864,36.7232,1.6371,42.2877,right_only
,,,7,,Horse Racing,COWRA (HARNESS),2022-06-12,9423937,2022-06-12 06:15:00,Australia,19.9072,19.3526,0.5546,2.5679,0.0,0.0,0.0,2.5679,right_only
,,,8,,Horse Racing,GLOUCESTER PARK HARNESS,2022-06-07,9403213,2022-06-07 13:53:00,Australia,58.699,57.386,1.313,12.1147,0.0,198.1869,27.5722,237.8738,right_only
,,,5,,Horse Racing,BALLARAT,2022-06-28,9477261,2022-06-28 06:00:00,Australia,243.1303,228.3056,14.8247,56.4002,23.7274,195.1223,76.8777,352.1276,right_only
,,,3,,Horse Racing,ALBURY (HARNESS),2022-06-10,9420308,2022-06-10 06:53:00,Australia,78.123,54.5135,23.6095,53.3202,4.2589,382.2067,5.2913,445.0771,right_only
,,,6,,Horse Racing,ALBION PARK HARNESS,2022-06-14,9427582,2022-06-14 07:47:00,Australia,103.4176,82.5559,20.8617,11.3672,0.0,17.5303,3.9586,32.8561,right_only
,,,9,,Horse Racing,ALBION PARK HARNESS,2022-06-11,9416784,2022-06-11 11:40:00,Australia,53.2151,38.0455,15.1696,21.4039,2.1357,53.6144,6.4128,83.5668,right_only
,,,6,,Horse Racing,PAKENHAM,2022-06-07,9405202,2022-06-07 06:00:00,Australia,60.0563,56.3295,3.7268,52.6162,0.5849,363.3282,62.0315,478.5608,right_only
,,,4,,Horse Racing,SANDOWN,2022-06-11,9422422,2022-06-11 04:35:00,Australia,117.1827,93.1445,24.0382,6.9552,0.0,143.1402,100.125,250.2204,right_only
,,,3,,Greyhound Racing,GOSFORD,2022-05-31,9387153,2022-05-31 10:39:00,Australia,49.1337,41.2432,7.8905,24.1468,0.0,163.769,80.6994,268.6152,right_only
,,,5,,Horse Racing,MORPHETTVILLE,2022-06-04,9397715,2022-06-04 05:22:00,Australia,164.4071,154.8711,9.536,8.4167,7.5129,18.3608,4.7851,39.0755,right_only
,,,5,,Horse Racing,CAMBRIDGE SYNTHETIC,2022-06-01,9385983,2022-06-01 03:15:00,New Zealand,42.0418,38.4419,3.5999,27.9964,1.3684,234.5944,18.4325,282.3917,right_only
,,,8,,Horse Racing,MENANGLE HARNESS,2022-06-04,9395746,2022-06-04 11:46:00,Australia,59.1717,57.8147,1.357,5.1683,0.0,46.6701,1.186,53.0244,right_only
,,,11,,Horse Racing,MILDURA HARNESS,2022-06-10,9418678,2022-06-10 09:20:00,Australia,66.7995,58.3776,8.4219,15.262,39.4775,79.466,19.3823,153.5878,right_only
,,,1,,Horse Racing,ECHUCA (HARNESS),2022-05-31,9379404,2022-05-31 08:20:00,Australia,83.32,79.5992,3.7208,29.645,0.0,105.7821,13.3321,148.7592,right_only
,,,8,,Horse Racing,ALEXANDRA PARK (HARNESS),2022-06-16,9440847,2022-06-16 09:42:00,New Zealand,8.8683,8.8683,0.0,28.896,4.2838,40.2615,48.0351,121.4764,right_only
,,,6,,Horse Racing,CASTERTON,2022-06-12,9426138,2022-06-12 05:20:00,Australia,50.7475,49.0988,1.6487,62.0117,0.0,66.6467,24.2099,152.8683,right_only
,,,4,,Horse Racing,ASHBURTON (HARNESS),2022-06-05,9395394,2022-06-05 02:37:00,New Zealand,5.4213,5.3353,0.086,52.4554,7.3307,270.9269,7.3574,338.0704,right_only
,,,3,,Horse Racing,MORPHETTVILLE,2022-06-11,9422348,2022-06-11 04:12:00,Australia,75.6344,46.3549,29.2795,89.008,23.9194,151.6026,52.1941,316.7241,right_only
,,,5,,Horse Racing,MELTON HARNESS,2022-06-25,9465972,2022-06-25 10:02:00,Australia,65.3839,49.3903,15.9936,23.5642,0.0,68.8641,23.8406,116.2689,right_only
,,,2,,Horse Racing,PAKENHAM,2022-06-21,9452725,2022-06-21 04:00:00,Australia,124.0926,121.8287,2.2639,15.1523,7.1561,104.298,42.4439,169.0503,right_only
,,,2,,Horse Racing,ARARAT HARNESS,2022-06-08,9405207,2022-06-08 03:30:00,Australia,63.0743,57.5592,5.5151,2.7846,0.8039,81.3359,20.1818,105.1062,right_only
,,,8,,Horse Racing,MENANGLE HARNESS,2022-06-18,9444054,2022-06-18 11:53:00,Australia,29.4392,27.4474,1.9918,3.1666,0.0,45.7875,2.9566,51.9107,right_only
,,,2,,Horse Racing,REDCLIFFE HARNESS,2022-06-19,9447274,2022-06-19 08:23:00,Australia,24.0509,22.729,1.3219,26.1683,0.0,62.94,13.645,102.7533,right_only
,,,8,,Horse Racing,BUNBURY HARNESS,2022-06-14,9429431,2022-06-14 08:04:00,Australia,20.8595,18.5275,2.332,16.0804,0.0,42.5447,2.8019,61.427,right_only
,,,9,,Horse Racing,LAUNCESTON HARNESS,2022-06-19,9443887,2022-06-19 12:10:00,Australia,65.3508,38.1546,27.1962,35.6558,4.7227,112.3739,49.0928,201.8452,right_only
,,,5,,Horse Racing,MORNINGTON,2022-06-13,9429624,2022-06-13 05:45:00,Australia,189.1094,163.7363,25.3731,13.2267,66.9365,168.1317,24.7494,273.0443,right_only
,,,3,,Greyhound Racing,GEELONG,2022-05-31,9382641,2022-05-31 06:39:00,Australia,19.6001,18.0579,1.5422,0.668,0.0,30.5892,5.5419,36.7991,right_only
,,,3,,Greyhound Racing,WARRAGUL,2022-05-31,9383469,2022-05-31 10:26:00,Australia,99.1021,65.7196,33.3825,31.7465,0.0,368.3379,181.5275,581.6119,right_only
,,,7,,Horse Racing,PORT PIRIE HARNESS,2022-05-31,9380616,2022-05-31 12:23:00,Australia,88.8952,84.9805,3.9147,0.4108,0.6385,136.5254,2.0249,139.5996,right_only
,,,1,,Horse Racing,PARKES HARNESS,2022-06-25,9471698,2022-06-25 09:28:00,Australia,68.5614,57.1498,11.4116,35.5123,0.0,43.4656,24.1429,103.1208,right_only
,,,2,,Horse Racing,ASCOT PARK (HARNESS),2022-06-06,9392115,2022-06-06 00:44:00,New Zealand,11.9018,11.8588,0.043,16.3922,0.0,321.2502,251.0775,588.7199,right_only
,,,7,,Horse Racing,YOUNG HARNESS,2022-06-02,9395560,2022-06-02 12:04:00,Australia,12.1949,11.2313,0.9636,11.3301,0.0,853.4303,12.7132,877.4736,right_only
,,,3,,Horse Racing,ALBION PARK HARNESS,2022-06-04,9392795,2022-06-04 09:13:00,Australia,42.8061,42.1031,0.703,4.45,34.3319,192.4879,21.637,252.9068,right_only
,,,5,,Horse Racing,CRANBOURNE HARNESS,2022-06-19,9445954,2022-06-19 09:42:00,Australia,20.8365,14.9803,5.8562,18.972,0.5724,108.6685,16.8936,145.1065,right_only
,,,8,,Horse Racing,MURRAY BRIDGE,2022-06-18,9445747,2022-06-18 07:15:00,Australia,75.7117,73.9792,1.7325,15.6835,0.0,61.7506,8.9667,86.4008,right_only
,,,5,,Horse Racing,MENANGLE HARNESS,2022-06-14,9427573,2022-06-14 06:51:00,Australia,44.5634,31.4231,13.1403,3.14,0.0,7.7147,3.0465,13.9012,right_only
,,,5,,Horse Racing,CAMBRIDGE SYNTHETIC,2022-06-29,9481209,2022-06-29 03:19:00,New Zealand,30.9423,25.0414,5.9009,0.1313,0.0,9.1939,11.7065,21.0317,right_only
,,,3,,Horse Racing,GLOUCESTER PARK HARNESS,2022-06-21,9450754,2022-06-21 11:20:00,Australia,72.1641,68.6372,3.5269,67.3983,1.2881,248.4636,37.3252,354.4752,right_only
,,,4,,Horse Racing,GLOUCESTER PARK HARNESS,2022-06-17,9444238,2022-06-17 11:53:00,Australia,79.3632,76.5512,2.812,91.1625,0.0,108.6851,21.1994,221.047,right_only
,,,7,,Horse Racing,CAMBRIDGE (HARNESS),2022-06-03,9392130,2022-06-03 09:17:00,New Zealand,6.1937,6.0739,0.1198,38.2651,0.0,157.9921,12.0728,208.33,right_only
,,,8,,Horse Racing,MENANGLE HARNESS,2022-06-11,9416624,2022-06-11 11:20:00,Australia,77.1933,75.784,1.4093,2.5671,0.8543,76.0123,5.6155,85.0492,right_only
,,,1,,Horse Racing,ALBION PARK HARNESS,2022-06-09,9416728,2022-06-09 02:05:00,Australia,41.2094,39.1776,2.0318,161.11,1.6844,476.0281,96.1224,734.9449,right_only
,,,1,,Horse Racing,MENANGLE HARNESS,2022-06-18,9444046,2022-06-18 08:24:00,Australia,16.5506,15.8986,0.652,3.4369,0.0,30.2026,45.8553,79.4948,right_only
,,,5,,Horse Racing,MILDURA HARNESS,2022-06-17,9443861,2022-06-17 09:59:00,Australia,54.4202,46.9136,7.5066,17.3125,0.2741,18.635,3.4387,39.6603,right_only
,,,8,,Horse Racing,HAMILTON,2022-05-31,9382725,2022-05-31 06:30:00,Australia,80.0751,78.0912,1.9839,26.855,4.31,66.1924,38.4409,135.7983,right_only
,,,4,,Horse Racing,DONALD,2022-06-26,9473731,2022-06-26 04:45:00,Australia,46.3049,43.5454,2.7595,0.3458,0.0,34.4182,10.879,45.643,right_only
,,,7,,Horse Racing,MENANGLE HARNESS,2022-06-25,9463797,2022-06-25 11:20:00,Australia,33.3383,26.4587,6.8796,5.1808,0.0,21.5984,9.757,36.5362,right_only
,,,6,,Horse Racing,BENDIGO HARNESS,2022-06-05,9398029,2022-06-05 10:03:00,Australia,96.4399,95.2755,1.1644,53.8405,0.0,508.2972,25.3744,587.5121,right_only
,,,3,,Horse Racing,NARROGIN HARNESS,2022-06-18,9447297,2022-06-18 12:22:00,Australia,4.3044,4.3044,0.0,6.5314,0.0,44.2418,3.1474,53.9206,right_only
,,,1,,Horse Racing,WAGGA HARNESS,2022-06-14,9431339,2022-06-14 09:10:00,Australia,70.2053,59.4059,10.7994,9.0,4.3129,46.0654,6.1817,65.56,right_only
,,,3,,Horse Racing,BALLARAT HARNESS,2022-06-23,9459125,2022-06-23 09:05:00,Australia,27.7485,20.9834,6.7651,21.2618,0.0,54.9973,8.6138,84.8729,right_only
,,,7,,Horse Racing,SWAN HILL,2022-06-12,9426122,2022-06-12 06:15:00,Australia,356.4299,349.1881,7.2418,26.52,9.0646,98.4322,13.1318,147.1486,right_only
,,,9,,Horse Racing,ADDINGTON (HARNESS),2022-06-19,9443813,2022-06-19 05:14:00,New Zealand,2.4337,2.4337,0.0,0.75,0.0,14.7359,6.2397,21.7256,right_only
,,,2,,Horse Racing,ECHUCA,2022-06-02,9394309,2022-06-02 04:00:00,Australia,215.3176,209.9485,5.3691,31.4359,0.0,131.8333,67.7276,230.9968,right_only
,,,2,,Horse Racing,REDCLIFFE HARNESS,2022-06-22,9454052,2022-06-22 08:22:00,Australia,31.3928,31.1705,0.2223,115.3345,0.0,94.8373,51.7356,261.9074,right_only
,,,3,,Horse Racing,CASTERTON,2022-06-26,9473777,2022-06-26 05:00:00,Australia,65.5462,59.8548,5.6914,6.0337,0.0,123.7585,282.7688,412.561,right_only
,,,3,,Horse Racing,BENDIGO HARNESS,2022-06-05,9398026,2022-06-05 08:28:00,Australia,,,,0.0,0.0,344.0349,9.4848,353.5197,right_only
,,,6,,Horse Racing,CANBERRA (HARNESS),2022-06-20,9450461,2022-06-20 11:36:00,Australia,125.8558,107.538,18.3178,63.5455,0.0344,187.0012,57.6595,308.2406,right_only
,,,4,,Horse Racing,MELTON HARNESS,2022-06-18,9443872,2022-06-18 09:34:00,Australia,17.4558,12.5881,4.8677,12.4495,0.6441,117.4018,3.3815,133.8769,right_only
,,,4,,Horse Racing,FLEMINGTON,2022-06-04,9397834,2022-06-04 04:35:00,Australia,253.0294,246.0008,7.0286,84.8998,9.4413,256.7309,86.8586,437.9306,right_only
,,,4,,Horse Racing,SHEPPARTON HARNESS,2022-06-07,9401784,2022-06-07 09:25:00,Australia,97.0605,94.9777,2.0828,42.4892,0.0,123.679,10.8187,176.9869,right_only
,,,3,,Horse Racing,ALBION PARK HARNESS,2022-05-31,9380595,2022-05-31 05:38:00,Australia,36.6302,31.1472,5.483,5.3471,0.0,194.0828,28.2243,227.6542,right_only
,,,7,,Horse Racing,CHARLTON HARNESS,2022-06-20,9449394,2022-06-20 05:38:00,Australia,18.7368,16.2017,2.5351,17.1442,0.0,13.4439,3.3609,33.949,right_only
,,,3,,Horse Racing,BALLARAT,2022-06-14,9429630,2022-06-14 05:00:00,Australia,72.6573,60.193,12.4643,109.22,0.0,48.435,10.2756,167.9306,right_only
,,,2,,Horse Racing,SHEPPARTON HARNESS,2022-06-07,9401782,2022-06-07 08:32:00,Australia,49.1933,37.0747,12.1186,22.4161,0.4265,92.5088,227.5872,342.9386,right_only
,,,9,,Horse Racing,MILDURA HARNESS,2022-06-10,9418676,2022-06-10 08:24:00,Australia,68.6529,61.4975,7.1554,70.9674,0.0,252.4105,53.3005,376.6784,right_only
,,,11,,Horse Racing,BALLARAT HARNESS,2022-06-10,9418690,2022-06-10 13:02:00,Australia,24.2783,19.1425,5.1358,0.0,0.0,3.975,0.0937,4.0687,right_only
,,,4,,Horse Racing,REDCLIFFE HARNESS,2022-06-29,9478906,2022-06-29 09:47:00,Australia,27.4226,27.3029,0.1197,65.9841,0.0,213.6314,18.173,297.7885,right_only
,,,1,,Horse Racing,KILMORE HARNESS,2022-06-30,9486813,2022-06-30 08:02:00,Australia,31.8138,27.2945,4.5193,4.0243,0.8604,24.1374,5.132,34.1541,right_only
,,,10,,Horse Racing,ADDINGTON (HARNESS),2022-06-26,9467471,2022-06-26 05:37:00,New Zealand,4.8592,4.8592,0.0,0.5,9.2087,7.2679,9.3997,26.3763,right_only
,,,9,,Horse Racing,CAMBRIDGE (HARNESS),2022-06-23,9463677,2022-06-23 09:53:00,New Zealand,7.1519,7.1519,0.0,44.225,0.0,95.1384,8.9509,148.3143,right_only
,,,2,,Horse Racing,STRATHALBYN,2022-06-01,9391283,2022-06-01 04:50:00,Australia,99.836,73.1896,26.6464,44.3125,0.0,191.5531,24.7479,260.6135,right_only
,,,3,,Horse Racing,REDCLIFFE HARNESS,2022-06-16,9441352,2022-06-16 04:50:00,Australia,69.4617,57.3541,12.1076,11.244,0.1294,178.1841,7.2217,196.7792,right_only
,,,10,,Greyhound Racing,GOSFORD,2022-05-31,9387160,2022-05-31 13:19:00,Australia,20.8985,20.8394,0.0591,3.0,0.0,46.89,17.0256,66.9156,right_only
,,,5,,Horse Racing,HAWKESBURY,2022-05-31,9386112,2022-05-31 05:35:00,Australia,129.2437,103.0339,26.2098,64.6021,170.2562,365.8273,43.541,644.2266,right_only
,,,6,,Horse Racing,KILMORE HARNESS,2022-06-30,9486923,2022-06-30 10:30:00,Australia,114.6607,103.5713,11.0894,68.8423,18.0676,363.1344,42.4122,492.4565,right_only
,,,1,,Horse Racing,BUNBURY HARNESS,2022-06-29,9488309,2022-06-29 04:18:00,Australia,61.4873,31.0777,30.4096,1.5916,2.6033,59.6063,14.6593,78.4605,right_only
,,,5,,Greyhound Racing,TOWNSVILLE,2022-05-31,9385736,2022-05-31 11:44:00,Australia,24.8208,24.7438,0.077,4.925,0.0,129.6491,22.7008,157.2749,right_only
,,,8,,Horse Racing,FLEMINGTON,2022-06-18,9445791,2022-06-18 07:10:00,Australia,543.0435,528.3279,14.7156,84.5475,67.7031,213.3844,107.3969,473.0319,right_only
,,,5,,Horse Racing,NEWCASTLE HARNESS,2022-06-24,9467503,2022-06-24 10:07:00,Australia,57.6982,54.7007,2.9975,8.6013,1.2878,217.1634,29.5328,256.5853,right_only
,,,5,,Horse Racing,ALBION PARK HARNESS,2022-06-09,9416771,2022-06-09 04:12:00,Australia,52.2383,45.8407,6.3976,9.125,0.3073,46.11,5.0393,60.5816,right_only
,,,10,,Horse Racing,NEWCASTLE HARNESS,2022-06-17,9447100,2022-06-17 13:37:00,Australia,76.2898,44.7058,31.584,10.3333,0.0,8.6458,1.4989,20.478,right_only
,,,4,,Horse Racing,WANGARATTA,2022-06-16,9442732,2022-06-16 05:30:00,Australia,122.8817,112.0277,10.854,59.316,0.1294,24.974,70.8147,155.2341,right_only
,,,3,,Horse Racing,CANBERRA (HARNESS),2022-06-13,9427596,2022-06-13 10:21:00,Australia,23.4483,19.1023,4.346,99.2852,2.5693,317.8877,161.661,581.4032,right_only
,,,5,,Horse Racing,PINJARRA HARNESS,2022-06-13,9427985,2022-06-13 07:36:00,Australia,45.3687,45.3347,0.034,10.5084,0.0,35.8124,0.1713,46.4921,right_only
,,,2,,Horse Racing,TOWNSVILLE,2022-05-31,9382485,2022-05-31 03:22:00,Australia,120.3658,106.5461,13.8197,171.6865,10.2154,296.1433,25.7425,503.7877,right_only
,,,1,,Horse Racing,GLOBE DERBY HARNESS,2022-06-18,9446037,2022-06-18 10:25:00,Australia,24.0867,21.9144,2.1723,3.0574,0.0,42.1794,3.5009,48.7377,right_only
,,,8,,Horse Racing,WAGGA HARNESS,2022-06-28,9474845,2022-06-28 12:10:00,Australia,80.824,53.98,26.844,8.2246,3.8959,255.0964,7.436,274.6529,right_only
,,,4,,Horse Racing,SANDOWN,2022-06-29,9486808,2022-06-29 05:10:00,Australia,93.1451,65.9581,27.187,5.1895,9.2122,54.6991,1.3673,70.4681,right_only
,,,7,,Horse Racing,MILDURA HARNESS,2022-06-17,9443863,2022-06-17 11:00:00,Australia,97.4675,86.044,11.4235,47.6091,2.0214,83.307,3.152,136.0895,right_only
,,,9,,Horse Racing,ALBION PARK HARNESS,2022-06-14,9427585,2022-06-14 09:17:00,Australia,12.3869,11.6391,0.7478,4.0137,0.0,47.214,3.5955,54.8232,right_only
,,,5,,Horse Racing,BALLARAT,2022-06-14,9429641,2022-06-14 06:00:00,Australia,168.5734,166.1336,2.4398,0.8434,0.0,92.4878,39.0322,132.3634,right_only
,,,1,,Horse Racing,MELTON HARNESS,2022-06-25,9465958,2022-06-25 07:55:00,Australia,21.1829,15.9971,5.1858,46.3288,0.0,65.571,2.1769,114.0767,right_only
,,,8,,Horse Racing,BUNBURY HARNESS,2022-06-22,9464173,2022-06-22 07:13:00,Australia,18.3859,17.2205,1.1654,45.8028,0.0,44.3942,5.1072,95.3042,right_only
,,,3,,Horse Racing,MELTON HARNESS,2022-06-18,9443871,2022-06-18 09:02:00,Australia,41.1202,36.509,4.6112,2.1726,0.0,36.5882,2.4521,41.2129,right_only
,,,5,,Horse Racing,MORPHETTVILLE,2022-06-25,9469810,2022-06-25 05:22:00,Australia,51.8215,46.5453,5.2762,14.3852,12.6695,83.7548,36.3921,147.2016,right_only
,,,3,,Horse Racing,PAKENHAM,2022-06-21,9452726,2022-06-21 04:30:00,Australia,177.4794,176.9993,0.4801,8.4323,0.0,75.6254,22.5536,106.6113,right_only
,,,8,,Horse Racing,CAULFIELD,2022-06-25,9469873,2022-06-25 07:00:00,Australia,123.9454,122.0633,1.8821,35.1126,41.4179,149.8649,42.3464,268.7418,right_only
,,,6,,Horse Racing,CAMBRIDGE SYNTHETIC,2022-06-29,9481210,2022-06-29 03:54:00,New Zealand,40.5676,26.3669,14.2007,0.75,0.4459,59.6759,18.1097,78.9815,right_only
,,,8,,Horse Racing,CAMBRIDGE SYNTHETIC,2022-06-15,9433586,2022-06-15 03:54:00,New Zealand,6.9302,5.2734,1.6568,5.0,0.0966,88.9743,2.5357,96.6066,right_only
,,,7,,Horse Racing,ECHUCA,2022-06-02,9394349,2022-06-02 06:30:00,Australia,92.8583,67.4132,25.4451,104.8758,0.0,354.6389,27.3746,486.8893,right_only
,,,9,,Horse Racing,ALBION PARK HARNESS,2022-06-04,9392801,2022-06-04 12:09:00,Australia,36.8486,35.5252,1.3234,29.9704,20.0813,36.4978,22.5228,109.0723,right_only
,,,1,,Horse Racing,ALEXANDRA PARK (HARNESS),2022-06-30,9487645,2022-06-30 07:22:00,New Zealand,3.3846,3.3846,0.0,13.2368,0.0,60.9746,5.7977,80.0091,right_only
